"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxides","total.sulfur.dioxides","density","pH","sulfates","alcohol"
"1",7.74849252819219,0.793002096915942,0.105434870253124,1.64225751115079,0.0655483242384914,13.1321694279561,33.993389702159,1.10562123449699,2.83835255304528,0.667719613628101,11.0719249697352
"2",7.91536259617964,0.494349507631475,0.114654808296582,2.04977558398079,0.0739918052220225,10.3536130217639,31.3098787335282,1.095658244135,3.51386963984708,0.428616533137204,10.5960959820055
"3",6.11217762329469,0.756132608404851,0.101501127988497,2.16597992771105,0.0603367416189398,13.1612190015158,29.3007023992185,0.870026180164601,4.40868136387864,0.565986787825898,10.2043739686567
"4",8.31529742978889,0.764225656703795,0.0951370998997116,1.87113533098737,0.0707378354670779,10.3544483985537,26.0827733943845,0.967344614158247,4.23428597362107,0.641609102260868,7.78270860657481
"5",8.66929496626052,0.696155489264274,0.0816620425754497,1.62150834972095,0.0880677495049023,10.197203184361,35.1299449383199,0.93411974748079,3.41604375098793,0.613942128969061,6.79714615349204
"6",8.4880028909058,0.732799569428164,0.0953589695014284,2.18628434077925,0.0774938772583269,10.5015724666094,31.6789014635486,0.879878983898021,4.0828944285941,0.504792917554122,12.3520047524664
"7",7.26523118323196,0.772592657922912,0.0869418359699077,2.38381896574687,0.0793547844926903,11.305185025554,34.7859082949132,0.831637478671961,3.30385998320968,0.558411557519393,9.93052079549071
"8",7.65884986804411,0.705152808855817,0.109196047864435,1.63710144281364,0.0798476757150971,11.9231881145965,32.5899927555712,0.767260106865931,3.92650267236608,0.543271534453969,8.0927441063204
"9",8.19822760628684,0.758087064345811,0.0931372966597273,1.42693655281634,0.091934398640014,12.8003405791949,35.2349430293316,1.34975481229967,2.81436585527651,0.521727816504198,11.2733685145948
"10",8.57681135454619,0.654538138093946,0.101427393994439,1.96804632237457,0.0816459435891214,11.8097029474381,39.7388798057054,1.2779467046022,3.59223383391013,0.695390193120182,9.22109491269167
"11",6.98975042941365,0.631437080314306,0.113453506434207,1.92330852152365,0.0692041698841385,11.3937552335342,31.2081996085309,0.929599274309642,3.19938206010365,0.560111794353676,9.84885197083164
"12",7.23522616342393,0.859593192916424,0.0851499302954437,1.94509947123635,0.0875346790363756,9.65827563831435,31.2635402334686,1.09549207195879,3.52176804188946,0.536608248698268,9.71085546139315
"13",8.1359412545095,0.752073437096652,0.0845676441290326,1.79238797477433,0.0607435395668739,11.0073825952922,38.6767471495542,1.04770502775619,3.16789471472757,0.603154407289561,6.95420032020476
"14",7.02073888873235,0.743076022104454,0.0847423433526796,1.77162693194558,0.0759324322605682,10.6641221324228,43.2907221806123,0.927756370399011,3.75392706134126,0.608089195598651,9.50586920649016
"15",6.81353147826095,0.649917518793839,0.0800927573315291,1.84884108953668,0.0679810830570944,5.80689710665636,38.6899871547908,1.02993662219434,2.58688455992851,0.508148226738062,9.5619466580712
"16",8.06393665520609,0.784902574388452,0.0885684871638726,2.06807562365351,0.0801063009641447,8.66014831669299,34.1915703134633,0.93095895705835,3.00857415523139,0.64363746031061,9.87320922145743
"17",9.76534916935161,0.678401919998814,0.101148648236672,1.86702380556198,0.081301412024701,5.26032500912397,37.2866827235456,1.02044491567972,2.62785872878925,0.573152244282236,10.3758153018901
"18",8.22042885764502,0.796530996124402,0.118551229669183,1.60517415669589,0.0706889522048298,11.82944136127,42.1628009050398,0.97064348132746,3.96086085983685,0.525029158389975,10.0010800689932
"19",6.33087048111377,0.885908916576007,0.0964617992302275,2.31209532814164,0.0887837264633813,10.552613779307,36.0400580279769,1.18758243056157,4.05821645243057,0.620788042410259,6.99475346352635
"20",7.22645095763324,0.619482128771543,0.0869717770508969,1.99056594992908,0.0765010123803599,10.6884932756212,37.7679758906171,0.964645203759839,3.51812153844351,0.394569546575653,5.56925426477948
"21",6.31025916092856,0.82222550852264,0.0963147819995388,1.69408866333981,0.0607183754033926,11.3404456359878,37.8479523888145,0.754264979649823,3.18773009994993,0.509231378264856,8.73133399598627
"22",8.06553968133167,0.673620947487884,0.0828147025896775,1.98070091912438,0.0820453661191826,9.87017819430123,32.0337627960472,1.05749078963257,2.61743445174532,0.548580385343903,7.61044023774208
"23",5.01913631164364,0.842783327150807,0.12257003771663,1.98587088968631,0.0746493667885018,10.0502671774372,35.7251351849112,0.813986125798497,4.10543057584063,0.729662111103232,10.5772162296754
"24",9.57382029604397,0.644817725444095,0.101485472584157,2.00218908374781,0.099548678447793,12.0273899422864,36.0926842693544,1.31873505596574,4.13002682407737,0.615571350441263,11.4607716531858
"25",8.33765850421075,0.702538126365547,0.0983960922093592,1.59791177524487,0.0794990523328506,10.225594705813,32.1667424421861,0.950823514925959,3.07335558087407,0.43726667372905,11.8446009102359
"26",5.88885274701927,0.703574496816069,0.0861951851626818,1.76308248403132,0.0842902434471483,9.4625446568597,38.6834064619152,1.15456230572503,4.14199580376558,0.524331348750174,10.6507259598797
"27",8.41663876545956,0.704684183088428,0.10483123919535,1.94537905727242,0.0771897649893237,9.83265812162377,43.0228911115064,1.09243499029819,3.71626022226602,0.556593418732427,8.2857030379742
"28",7.46986924069531,0.730088502407602,0.101836241641959,1.90670433776073,0.0593654575066753,10.5327574674933,33.1643467809227,0.907250954071421,3.82806715560383,0.654671428500793,8.93618741628203
"29",7.97408046811266,0.739821107866103,0.0869125519817263,1.93994114155203,0.0656227776249379,9.90972689551347,37.1488100193908,0.847944057036494,2.77289460689225,0.541449598053675,7.44346024194426
"30",9.23016146831496,0.754394877399011,0.0943008058786964,2.07880085409156,0.0687944270195277,9.93109272460268,38.5890355078531,0.926544495789539,3.23244109620821,0.609617695352974,10.0654369601621
"31",8.94937479381164,0.567307655384671,0.114175776988691,2.25885166451588,0.0794852245706129,7.51210946057111,30.530739856707,0.991291348731878,3.91979835930452,0.632454951776202,8.25361248905073
"32",7.70566819679727,0.665020427220284,0.0969907599446074,1.72011481518179,0.0675097645640194,10.2263647459919,35.6616282313678,1.12607925490065,3.66480113452062,0.642583593028038,10.7208446220925
"33",9.4698395605263,0.930596202740041,0.119826324869699,1.47665552520263,0.0597957800562952,12.4912078540499,39.0306431938824,0.724547734596652,2.83037777369343,0.549679728251706,9.18157529251993
"34",6.52150748064302,0.875292822509284,0.128618670165943,2.41820728973801,0.0703660086728094,9.06390530051393,42.7395124188033,0.98211351629898,3.81399273160817,0.535030730774513,8.78588801287977
"35",7.76308462767497,0.759341102115087,0.0982006499202474,2.17183338099939,0.0645858237477093,10.9809050780547,38.4855221124471,0.687640671296979,2.89534244977712,0.548686496527973,9.95949431690614
"36",8.43038308852366,0.537310090650458,0.0778995372780416,2.35235836291276,0.0801780915562882,9.90679758425398,37.3701654883949,1.04499497826529,3.74772404251016,0.599923835870605,12.8794346642965
"37",5.66281853264589,0.834580701614104,0.0783543996164245,1.70929951323119,0.0573600450315472,11.304498574419,31.9108554883195,0.886340444750062,4.20046577860627,0.505598167619625,9.48677569788244
"38",6.83677257882658,0.764401368220182,0.0877084526676633,1.74857193206561,0.0669532204618394,14.1758983301031,41.6735074388541,0.926095375258202,3.06269771570593,0.464181635467381,7.96395191073917
"39",9.36207359293207,0.689384229970818,0.131787434715776,1.88295100362496,0.0822919895882639,11.4393887034812,33.3798925541387,0.884279363021151,3.16121601342316,0.54647473878981,10.7000402799437
"40",5.79105439772337,0.707960637348429,0.0950662822429453,2.21030324150157,0.0670420772154798,10.8438412911085,35.9207529488219,1.0674091903451,3.31381551685693,0.629346746605016,8.87776995827128
"41",9.7351274459017,0.677758026904669,0.0858250533559257,2.08848528857961,0.0817371693076353,10.7213392158461,32.9039283549585,1.20893107663924,3.57780485077206,0.622125683345531,8.79923756398305
"42",8.30138733746182,0.56682656249253,0.0896529364116482,1.87692936047797,0.0921119165419431,12.4052361746699,36.1101974523931,1.11778367295229,3.72899651228936,0.618668618658653,11.694964744451
"43",8.73931376813202,0.873043951555309,0.1190587741315,1.8372039297841,0.0696147977059531,12.869707119911,27.558319119236,1.04144917914559,3.97640603105115,0.39120030189258,9.90091899878323
"44",8.2213719952314,0.63306057885055,0.0918843198818736,1.87458161918188,0.0763288847940964,10.8961333935749,36.2391122310791,0.825208741206724,3.73131156679666,0.537008137823812,9.90608565073113
"45",9.38397261362976,0.818871020196858,0.0965887528842955,1.98132517166086,0.0856968410663698,11.085067402837,32.2986144108958,0.835597930360639,3.3936271622567,0.624033030314312,8.33498592183898
"46",10.0800674129871,0.663388837082438,0.102812565999929,1.60114799402895,0.0661052718842833,12.3614215483066,43.6003588682772,0.783996173195189,3.65196486993626,0.533265341497614,10.9657752641826
"47",9.6021297896021,0.701593875032474,0.0871729153758855,2.37257668049206,0.0805068378478039,10.6419801928581,34.6790541530033,0.954771406116507,3.6004501821463,0.553147024130382,8.41671536413679
"48",6.1824193844878,0.850468800765332,0.11865616720138,2.04791097142911,0.0611503664225456,12.926752353934,34.0017013656409,1.09728609250541,3.92370262524942,0.583960875604593,8.62826165180637
"49",8.19599290110246,0.617487871279287,0.102762324847629,2.00512881237731,0.0855018102626619,11.21229084792,29.5444064050709,0.774120524407707,2.4934367393325,0.848721362492194,10.0719585145249
"50",8.12724381965339,0.790265159958092,0.113895732113527,2.25096057856641,0.0612808497617733,14.6284503631278,32.0594779498005,0.700971923539995,3.54603118643229,0.531438588791824,9.00574124850849
"51",7.41948908485169,0.659189259136344,0.122016151858754,1.82867495693961,0.0727975367106317,12.1803982842492,29.9604641738248,1.04298868313056,3.60598090116173,0.577831045789379,7.68061302312171
"52",8.10344615114572,0.676566695688885,0.102820179747615,1.81729353803076,0.0749444753333405,11.0980441951938,35.7771053800772,0.892904328323399,3.10455089704352,0.546332775224458,7.17980692091841
"53",7.57782381826167,0.760731532104892,0.0952695173804014,2.4697533616867,0.0750275521854271,10.1247038693048,36.890660520475,1.11338490282525,3.82455449691243,0.64612500603103,10.599232031813
"54",8.06240081183418,0.717410717817575,0.0896472425280821,2.23903205718706,0.0847908803058184,11.327005967042,37.4902248644848,0.797398216851087,3.48439005145601,0.518512602166896,7.49423446082666
"55",7.84099328359212,0.59094282372925,0.0841460205065227,1.95350858745579,0.0736860026670472,11.5156633544983,29.7680555292271,0.927198728265052,3.17925845599125,0.505181974012926,7.98073734259592
